Nombre,Moneda,Región,Horizonte,Fecha,VCT0,VCT-1,Var%,Reexp.Pesos,VarCt-15,VarCt-104,VarCanual,QC,QC-1,PN0,PNt-1,MS,SD,CNV,CAL,CODCAF,CSG,CSD,SG,Categoria,Datos,Variación_Patrimonial
HF Acciones Lideres Cash Lecaps D.596 - Clase I,ARS,Arg,Lar,04/06/24,1515.296,1515.296,0.0,1515.296,0.0,0.0,0.0,21230.6,21230.6,32170.34,32170.34,0,HSBC Bank Argentina S.A.,2.0,s/c,2757.0,32.0,83.0,HSBC Global Asset Management Argentina S.A.S.G.F.C.I.,Renta Variable Peso Argentina,HF Acciones Lideres Cash Lecaps D.596 - Clase I,0.0
IAM Renta Variable - Clase A,ARS,Arg,Lar,04/06/24,101207.228,106269.987,-4.764,101207.228,-4.454,66.863,347.385,5007276.55,4992986.02,506772581.02,530604558.7,0.044,Banco Industrial S.A.,568.0,EF-2.ar,803.0,39.0,391.0,Industrial Asset Management S.G.F.C.I.S.A.,Renta Variable Peso Argentina,IAM Renta Variable - Clase A,-4.4914762395538395
IAM Renta Variable - Clase B,ARS,Arg,Lar,04/06/24,652155.399,684774.873,-4.764,652155.399,-4.452,67.007,348.289,4108226.23,4108226.23,2679201918.44,2813210098.39,0.23,Banco Industrial S.A.,568.0,EF-2.ar,804.0,39.0,391.0,Industrial Asset Management S.G.F.C.I.S.A.,Renta Variable Peso Argentina,IAM Renta Variable - Clase B,-4.763532593128849
IAM Renta Variable - Clase C,ARS,Arg,Lar,04/06/24,71602.059,75183.858,-4.764,71602.059,-4.454,66.863,347.385,745420.26,745378.36,53373625.24,56040420.46,0.005,Banco Industrial S.A.,568.0,EF-2.ar,1430.0,39.0,391.0,Industrial Asset Management S.G.F.C.I.S.A.,Renta Variable Peso Argentina,IAM Renta Variable - Clase C,-4.758699521006411
IAM Renta Variable - Clase D,ARS,Arg,Lar,04/06/24,1000,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco Industrial S.A.,568.0,EF-2.ar,1431.0,39.0,391.0,Industrial Asset Management S.G.F.C.I.S.A.,Renta Variable Peso Argentina,IAM Renta Variable - Clase D,
Megainver Renta Variable - Clase A,ARS,Arg,Lar,04/06/24,92543.357,97079.394,-4.673,92543.357,-4.368,67.462,315.483,6307890.24,6276802.81,583753340.84,609348214.43,0.05,Banco de Valores S.A.,762.0,Ac,1237.0,378.0,65.0,MEGA QM S.A.,Renta Variable Peso Argentina,Megainver Renta Variable - Clase A,-4.200369014610475
Megainver Renta Variable - Clase B,ARS,Arg,Lar,04/06/24,99435.632,104306.244,-4.67,99435.632,-4.356,68.291,319.356,23034649.95,23034649.95,2290464969.67,2402657824.7,0.197,Banco de Valores S.A.,762.0,Ac,1238.0,378.0,65.0,MEGA QM S.A.,Renta Variable Peso Argentina,Megainver Renta Variable - Clase B,-4.669531128262442
Megainver Renta Variable - Clase C,ARS,Arg,Lar,04/06/24,992.017,992.017,0.0,992.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,762.0,Ac,1466.0,378.0,65.0,MEGA QM S.A.,Renta Variable Peso Argentina,Megainver Renta Variable - Clase C,
Megainver Renta Variable - Clase D,ARS,Arg,Lar,04/06/24,1370.019,1370.019,0.0,1370.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,762.0,Ac,1467.0,378.0,65.0,MEGA QM S.A.,Renta Variable Peso Argentina,Megainver Renta Variable - Clase D,
Optimum Renta Variable III - Clase B,ARS,Arg,Lar,04/06/24,52516.985,52516.985,0.0,52516.985,0.0,0.0,0.0,17.4,17.4,913.68,913.68,0,BNP Paribas,490.0,A - EF-3,2311.0,16.0,70.0,BNP Paribas Asset Management  Arg. S.A.S.G.F.C.I,Renta Variable Peso Argentina,Optimum Renta Variable III - Clase B,0.0
Pellegrini Acciones - Clase A,ARS,Arg,Lar,04/06/24,77085.419,80764.344,-4.555,77085.419,-4.15,70.814,331.55,212703242.75,210414370.05,16396318584.07,16993978574.86,1.408,Banco de La Nacion Argentina,161.0,A,118.0,41.0,89.0,Pellegrini S.A.S.G.F.C.I.,Renta Variable Peso Argentina,Pellegrini Acciones - Clase A,-3.516892693239873
Pellegrini Acciones - Clase B,ARS,Arg,Lar,04/06/24,79828.421,83637.094,-4.554,79828.421,-4.144,71.186,333.732,32479320.8,31489698.32,2592772889.41,2633706860.92,0.223,Banco de La Nacion Argentina,161.0,A,635.0,41.0,89.0,Pellegrini S.A.S.G.F.C.I.,Renta Variable Peso Argentina,Pellegrini Acciones - Clase B,-1.5542341525321186
Pionero Acciones,ARS,Arg,Lar,04/06/24,902974.535,949432.829,-4.893,902974.535,-4.485,63.57,321.116,31241987.77,31279529.64,28210719384.36,29697812320.21,2.423,Banco Macro S.A.,61.0,A (arg) f,39.0,54.0,98.0,Macro Fondos S.G.F.C.I.S.A.,Renta Variable Peso Argentina,Pionero Acciones,-5.007415764554481
Premier Renta Variable - Clase A,ARS,Arg,Lar,04/06/24,809410.49,848799.366,-4.641,809410.49,-4.196,71.294,336.702,6032793.92,5858705.28,4883006681.2,4972865327.0,0.419,Banco Supervielle S.A.,279.0,EF-3,227.0,52.0,97.0,Supervielle Asset Management S.A.,Renta Variable Peso Argentina,Premier Renta Variable - Clase A,-1.806979274345432
Premier Renta Variable - Clase B,ARS,Arg,Lar,04/06/24,704459.944,738755.68,-4.642,704459.944,-4.203,70.776,333.626,8469418.21,8356007.62,5966365878.59,6173048096.76,0.512,Banco Supervielle S.A.,279.0,EF-3,784.0,52.0,97.0,Supervielle Asset Management S.A.,Renta Variable Peso Argentina,Premier Renta Variable - Clase B,-3.348138795135579
Premier Renta Variable - Clase C,ARS,Arg,Lar,04/06/24,1000,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco Supervielle S.A.,279.0,EF-3,2141.0,52.0,97.0,Supervielle Asset Management S.A.,Renta Variable Peso Argentina,Premier Renta Variable - Clase C,
Quinquela Acciones - Clase A,ARS,Arg,Lar,04/06/24,121606.127,127591.496,-4.691,121606.127,-4.383,67.674,317.543,4894579.27,4824083.49,595210830.09,615512027.93,0.051,Banco de Servicios y Transacciones S.A.,755.0,Ac,1214.0,378.0,387.0,MEGA QM S.A.,Renta Variable Peso Argentina,Quinquela Acciones - Clase A,-3.2982617591201158
Quinquela Acciones - Clase B,ARS,Arg,Lar,04/06/24,139692.728,146562.613,-4.687,139692.728,-4.368,68.708,322.631,67452622.81,67452963.96,9422640908.71,9886082630.26,0.809,Banco de Servicios y Transacciones S.A.,755.0,Ac,1215.0,378.0,387.0,MEGA QM S.A.,Renta Variable Peso Argentina,Quinquela Acciones - Clase B,-4.687819623634006
SBS Acciones Argentina - Clase A,ARS,Arg,Lar,04/06/24,889004.645,935457.661,-4.966,889004.645,-4.718,58.17,308.176,12836365.71,12813330.12,11411588738.66,11986327822.51,0.98,Banco de Valores S.A.,576.0,A,820.0,347.0,65.0,SBS Asset Management S.A.S.G.F.C.I.,Renta Variable Peso Argentina,SBS Acciones Argentina - Clase A,-4.794955488958477
SBS Acciones Argentina - Clase B,ARS,Arg,Lar,04/06/24,997281.814,1049363.93,-4.963,997281.814,-4.707,58.856,312.296,14433318.16,14012173.41,14394085719.08,14703869353.49,1.236,Banco de Valores S.A.,576.0,A,821.0,347.0,65.0,SBS Asset Management S.A.S.G.F.C.I.,Renta Variable Peso Argentina,SBS Acciones Argentina - Clase B,-2.1068171034617627
Schroder Renta Variable - Clase A,ARS,Arg,Lar,04/06/24,519921.916,546331.17,-4.834,519921.916,-4.532,56.091,301.786,883465.09,887647.09,459332861.19,484949273.63,0.039,Banco de Valores S.A.,153.0,EF-2,1726.0,51.0,65.0,Schroder S.A.S.G.F.C.I.,Renta Variable Peso Argentina,Schroder Renta Variable - Clase A,-5.2822870005048115
Schroder Renta Variable - Clase B,ARS,Arg,Lar,04/06/24,556563.856,584818.338,-4.831,556563.856,-4.522,56.768,305.861,37801623.72,37801623.72,21039017470.4,22107082767.91,1.807,Banco de Valores S.A.,153.0,EF-2,142.0,51.0,65.0,Schroder S.A.S.G.F.C.I.,Renta Variable Peso Argentina,Schroder Renta Variable - Clase B,-4.831326270964937
Schroder Renta Variable - Clase C,ARS,Arg,Lar,04/06/24,552787.242,580861.909,-4.833,552787.242,-4.529,56.26,302.802,5787071.41,5787071.41,3199019243.04,3361489346.94,0.275,Banco de Valores S.A.,153.0,EF-2,1727.0,51.0,65.0,Schroder S.A.S.G.F.C.I.,Renta Variable Peso Argentina,Schroder Renta Variable - Clase C,-4.833277369981802
Schroder Renta Variable - Clase D,ARS,Arg,Lar,04/06/24,571148.561,600137.216,-4.83,571148.561,-4.518,57.026,307.42,26636997.0,26636997.0,15213682517.65,15985853234.82,1.307,Banco de Valores S.A.,153.0,EF-2,1728.0,51.0,65.0,Schroder S.A.S.G.F.C.I.,Renta Variable Peso Argentina,Schroder Renta Variable - Clase D,-4.830337835756407
Superfondo Acciones - Clase A,ARS,Arg,Lar,04/06/24,255977.273,268872.903,-4.796,255977.273,-4.105,72.28,365.697,549329737.03,544645698.87,140615928020.32,146440470132.95,12.076,Banco Santander Argentina S.A.,147.0,A+c,148.0,49.0,96.0,Santander Rio Asset Management G.F.C.I.S.A.,Renta Variable Peso Argentina,Superfondo Acciones - Clase A,-3.9774128745571726
Superfondo Acciones - Clase B,ARS,Arg,Lar,04/06/24,387459.496,406964.263,-4.793,387459.496,-4.091,73.259,371.901,1038084.79,1038084.79,402215808.53,422463411.17,0.035,Banco Santander Argentina S.A.,147.0,A+c,304.0,49.0,96.0,Santander Rio Asset Management G.F.C.I.S.A.,Renta Variable Peso Argentina,Superfondo Acciones - Clase B,-4.792747041436063
Superfondo Acciones - Clase F,ARS,Arg,Lar,04/06/24,198768.884,208759.809,-4.786,198768.884,-4.063,75.257,384.686,0.0,0.0,0.0,0.0,0,Banco Santander Argentina S.A.,147.0,A+c,1373.0,49.0,96.0,Santander Rio Asset Management G.F.C.I.S.A.,Renta Variable Peso Argentina,Superfondo Acciones - Clase F,
Superfondo Acciones - Clase H,ARS,Arg,Lar,04/06/24,31097.486,32664.114,-4.796,31097.486,-4.105,72.28,365.698,5619478.62,5363130.92,174751655.18,175181919.08,0.015,Banco Santander Argentina S.A.,147.0,A+c,3457.0,49.0,96.0,Santander Rio Asset Management G.F.C.I.S.A.,Renta Variable Peso Argentina,Superfondo Acciones - Clase H,-0.24560976512851082
Superfondo Acciones - Clase I,ARS,Arg,Lar,04/06/24,33287.599,34963.303,-4.793,33287.599,-4.091,73.261,375.417,2664403.18,2268687.52,88691585.0,79320809.99,0.008,Banco Santander Argentina S.A.,147.0,A+c,3458.0,49.0,96.0,Santander Rio Asset Management G.F.C.I.S.A.,Renta Variable Peso Argentina,Superfondo Acciones - Clase I,11.813766161971092
Superfondo Renta Variable - Clase A,ARS,Arg,Lar,04/06/24,2775962.801,2912549.761,-4.69,2775962.801,-4.26,73.302,355.076,41405900.33,41539291.47,114941239038.98,120985253420.32,9.871,Banco Santander Argentina S.A.,138.0,AAc,51.0,49.0,96.0,Santander Rio Asset Management G.F.C.I.S.A.,Renta Variable Peso Argentina,Superfondo Renta Variable - Clase A,-4.995662041837648
Superfondo Renta Variable - Clase B,ARS,Arg,Lar,04/06/24,3443883.108,3613204.09,-4.686,3443883.108,-4.246,74.289,361.141,5498129.45,5498129.45,18934915126.92,19865863800.71,1.626,Banco Santander Argentina S.A.,138.0,AAc,683.0,49.0,96.0,Santander Rio Asset Management G.F.C.I.S.A.,Renta Variable Peso Argentina,Superfondo Renta Variable - Clase B,-4.686172638295895
Superfondo Renta Variable - Clase D,ARS,Arg,Lar,04/06/24,50992.334,53495.526,-4.679,50992.334,-4.218,76.297,369.736,0.0,0.0,0.0,0.0,0,Banco Santander Argentina S.A.,138.0,AAc,2160.0,49.0,96.0,Santander Rio Asset Management G.F.C.I.S.A.,Renta Variable Peso Argentina,Superfondo Renta Variable - Clase D,
Superfondo Renta Variable - Clase E,ARS,Arg,Lar,04/06/24,60562.922,63535.93,-4.679,60562.922,-4.218,76.297,373.631,0.0,0.0,0.0,0.0,0,Banco Santander Argentina S.A.,138.0,AAc,2198.0,49.0,96.0,Santander Rio Asset Management G.F.C.I.S.A.,Renta Variable Peso Argentina,Superfondo Renta Variable - Clase E,
Superfondo Renta Variable - Clase F,ARS,Arg,Lar,04/06/24,153870.282,161423.709,-4.679,153870.282,-4.218,76.297,373.631,0.0,0.0,0.0,0.0,0,Banco Santander Argentina S.A.,138.0,AAc,1380.0,49.0,96.0,Santander Rio Asset Management G.F.C.I.S.A.,Renta Variable Peso Argentina,Superfondo Renta Variable - Clase F,
Superfondo Renta Variable - Clase H,ARS,Arg,Lar,04/06/24,62601.873,65682.099,-4.69,62601.873,-4.26,73.303,355.078,13317995.93,13122496.68,833731484.2,861913129.67,0.072,Banco Santander Argentina S.A.,138.0,AAc,2662.0,49.0,96.0,Santander Rio Asset Management G.F.C.I.S.A.,Renta Variable Peso Argentina,Superfondo Renta Variable - Clase H,-3.2696619299429623
Superfondo Renta Variable - Clase I,ARS,Arg,Lar,04/06/24,66704.046,69983.595,-4.686,66704.046,-4.246,74.288,361.544,35944633.8,36147162.77,2397652488.98,2529708384.57,0.206,Banco Santander Argentina S.A.,138.0,AAc,2663.0,49.0,96.0,Santander Rio Asset Management G.F.C.I.S.A.,Renta Variable Peso Argentina,Superfondo Renta Variable - Clase I,-5.220202312467214
Tavelli Plus,ARS,Arg,Lar,04/06/24,2395063.606,2469151.611,-3.001,2395063.606,-2.52,47.151,304.112,2051276.0,2051276.0,4912936492.94,5064911439.01,0.422,Banco de Valores S.A.,181.0,EF-2.ar,147.0,124.0,65.0,Tavelli y Cia. S.A.,Renta Variable Peso Argentina,Tavelli Plus,-3.0005449828695534
Alpha Recursos Naturales - Clase A,ARS,Glo,Lar,04/06/24,2199763.169,2294668.977,-4.136,2199763.169,-3.594,34.682,259.395,1224880.91,1186086.96,2694447918.05,2721676958.14,0.231,ICBC (Arg) S.A.,604.0,BBB (arg),916.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Variable Peso Argentina,Alpha Recursos Naturales - Clase A,-1.0004508436816126
Alpha Recursos Naturales - Clase B,ARS,Glo,Lar,04/06/24,1443727.931,1506165.423,-4.145,1443727.931,-3.632,32.582,246.457,2900869.73,2910526.26,4188066647.59,4383734012.02,0.36,ICBC (Arg) S.A.,604.0,BBB (arg),917.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Variable Peso Argentina,Alpha Recursos Naturales - Clase B,-4.46348624012062
Alpha Recursos Naturales - Clase C,ARS,Glo,Lar,04/06/24,17.516,17.814,-1.673,22355.386,-5.899,-21.957,-62.654,0.0,0.0,0.0,0.0,0,ICBC (Arg) S.A.,604.0,BBB (arg),1835.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Variable Peso Argentina,Alpha Recursos Naturales - Clase C,
Alpha Recursos Naturales - Clase D,ARS,Glo,Lar,04/06/24,918.406,974.445,-5.751,1172163.224,-9.318,3.471,29.386,7751.26,7751.26,7118.81,7553.18,0,ICBC (Arg) S.A.,604.0,BBB (arg),1836.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Variable Peso Argentina,Alpha Recursos Naturales - Clase D,-5.750822832237546
Alpha Recursos Naturales - Clase I,ARS,Glo,Lar,04/06/24,17.604,17.904,-1.676,22468.389,-5.901,-21.958,-62.655,0.0,0.0,0.0,0.0,0,ICBC (Arg) S.A.,604.0,BBB (arg),1837.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Variable Peso Argentina,Alpha Recursos Naturales - Clase I,
Alpha Recursos Naturales - Clase J,ARS,Glo,Lar,04/06/24,1336.938,1336.938,0.0,1336.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ICBC (Arg) S.A.,604.0,BBB (arg),3656.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Variable Peso Argentina,Alpha Recursos Naturales - Clase J,
Alpha Recursos Naturales - Clase K,ARS,Glo,Lar,04/06/24,5337.55,5568.385,-4.145,5337.55,-3.632,32.582,246.445,6239246.55,6240557.02,33302289.21,34749824.27,0.003,ICBC (Arg) S.A.,604.0,BBB (arg),3657.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Variable Peso Argentina,Alpha Recursos Naturales - Clase K,-4.165589583282236
Delta Internacional - Clase A,ARS,Glo,Lar,04/06/24,519447.71,537643.117,-3.384,519447.71,-2.981,48.878,227.544,467828.11,467272.46,243012237.91,251225819.46,0.021,Banco de Valores S.A.,532.0,raAAc,773.0,321.0,65.0,Delta Asset Management S.A.,Renta Variable Peso Argentina,Delta Internacional - Clase A,-3.2694018344351634
Delta Internacional - Clase B,ARS,Glo,Lar,04/06/24,203088.154,210193.96,-3.381,203088.154,-2.966,49.78,232.196,987683.29,987683.29,200586775.46,207605061.83,0.017,Banco de Valores S.A.,532.0,raAAc,774.0,321.0,65.0,Delta Asset Management S.A.,Renta Variable Peso Argentina,Delta Internacional - Clase B,-3.380595014464058
Compass Small Cap II - Clase D,ARS,Latam,Lar,04/06/24,554602.956,555243.618,-0.115,379897.441,3.99,4.948,135.853,224552.21,224552.21,124537322.84,124681181.96,0.011,Banco de Valores S.A.,564.0,raAAc,1868.0,21.0,65.0,Investis Asset Management S.A.S.G.F.C.I.,Renta Variable Peso Argentina,Compass Small Cap II - Clase D,-0.1153815818381819
Compass Small Cap II - Clase E,ARS,Latam,Lar,04/06/24,638614.461,639327.515,-0.112,437444.476,3.998,5.389,138.224,266968.76,266968.76,170490110.1,170680469.09,0.015,Banco de Valores S.A.,564.0,raAAc,1869.0,21.0,65.0,Investis Asset Management S.A.S.G.F.C.I.,Renta Variable Peso Argentina,Compass Small Cap II - Clase E,-0.11152945091780421
Compass Small Cap II - Clase F,ARS,Latam,Lar,04/06/24,806713.423,807510.88,-0.099,552590.572,4.025,6.79,145.837,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,564.0,raAAc,1870.0,21.0,65.0,Investis Asset Management S.A.S.G.F.C.I.,Renta Variable Peso Argentina,Compass Small Cap II - Clase F,
Delta Latinoamerica - Clase A,ARS,Latam,Lar,04/06/24,1090742.192,1136640.969,-4.038,1090742.192,-3.806,56.211,258.037,372681.84,369596.38,406499807.23,420098392.97,0.035,Banco de Valores S.A.,504.0,raAc,668.0,321.0,65.0,Delta Asset Management S.A.,Renta Variable Peso Argentina,Delta Latinoamerica - Clase A,-3.2370001808055258
Delta Latinoamerica - Clase B,ARS,Latam,Lar,04/06/24,227799.427,237376.218,-4.034,227799.427,-3.792,57.158,263.121,24650.52,24650.52,5615375.24,5851448.16,0,Banco de Valores S.A.,504.0,raAc,669.0,321.0,65.0,Delta Asset Management S.A.,Renta Variable Peso Argentina,Delta Latinoamerica - Clase B,-4.034435810501993
FBA Acciones Latinoamericana - Clase A,ARS,Latam,Lar,04/06/24,1423975.108,1484517.825,-4.078,1423975.108,-3.503,61.757,319.679,3280689.0262,3283673.6288,4671619510.04,4874672032.49,0.401,BBVA Argentina S.A.,509.0,EF-2.ar,693.0,29.0,79.0,BBVA Asset Management Argentina S.A.U.S.G.F.C.I.,Renta Variable Peso Argentina,FBA Acciones Latinoamericana - Clase A,-4.165460180636601
FBA Acciones Latinoamericana - Clase B,ARS,Latam,Lar,04/06/24,1884133.913,1964158.924,-4.074,1884133.913,-3.487,62.831,326.204,1120121.7527,1120121.7527,2110459380.79,2200097136.11,0.181,BBVA Argentina S.A.,509.0,EF-2.ar,694.0,29.0,79.0,BBVA Asset Management Argentina S.A.U.S.G.F.C.I.,Renta Variable Peso Argentina,FBA Acciones Latinoamericana - Clase B,-4.074263533586022
Delta Acciones - Clase I,USB,Arg,Lar,04/06/24,0.958,0.974,-1.643,1222.869,-5.894,-21.987,-62.666,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,505.0,AAc,3223.0,321.0,65.0,Delta Asset Management S.A.,Renta Variable Dolar Estadounidense Billete,Delta Acciones - Clase I,
Delta Internacional - Clase I,USB,Glo,Lar,04/06/24,0.672,0.683,-1.611,857.264,-5.882,-21.951,-62.646,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,532.0,raAAc,3204.0,321.0,65.0,Delta Asset Management S.A.,Renta Variable Dolar Estadounidense Billete,Delta Internacional - Clase I,
MAF Acciones Argentinas - Clase D,USD,Arg,Flex,04/06/24,33.577,33.85,-0.806,42854.729,-4.765,-23.609,-62.655,0.0,0.0,0.0,0.0,0,Banco Mariva S.A.,635.0,A- (Arg),1996.0,371.0,436.0,Mariva Asset Management S.A.U.S.G.F.C.I.,Renta Variable Dolar Estadounidense,MAF Acciones Argentinas - Clase D,
Allaria Acciones - Clase W Art. 11 Decreto 99/2019 y mod,USD,Arg,Lar,04/06/24,120.607,121.265,-0.543,151723.352,-3.07,-22.284,-62.408,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,582.0,A,3305.0,356.0,65.0,Allaria Fondos Administrados S.G.F.C.I.S.A.,Renta Variable Dolar Estadounidense,Allaria Acciones - Clase W Art. 11 Decreto 99/2019 y mod,
Alpha Mega - Clase R Art. 11 Decreto 99/2019 y mod,USD,Arg,Lar,04/06/24,0.784,0.797,-1.631,1000.0,-5.882,-21.912,-62.631,0.0,0.0,0.0,0.0,0,ICBC (Arg) S.A.,80.0,A+(arg)rv,3309.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Variable Dolar Estadounidense,Alpha Mega - Clase R Art. 11 Decreto 99/2019 y mod,
Compass Crecimiento - Clase D,USD,Arg,Lar,04/06/24,4282.713,4542.21,-5.713,5608248.186,-8.701,25.988,62.716,10103.37,10103.37,43269.84,45891.64,0.181,Banco de Valores S.A.,421.0,(AA)=EF-2,1883.0,21.0,65.0,Investis Asset Management S.A.S.G.F.C.I.,Renta Variable Dolar Estadounidense,Compass Crecimiento - Clase D,-5.713023112706373
Compass Crecimiento - Clase E,USD,Arg,Lar,04/06/24,6121.355,6491.273,-5.699,8015964.836,-8.673,27.984,68.828,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,421.0,(AA)=EF-2,1884.0,21.0,65.0,Investis Asset Management S.A.S.G.F.C.I.,Renta Variable Dolar Estadounidense,Compass Crecimiento - Clase E,
Compass Crecimiento - Clase F,USD,Arg,Lar,04/06/24,6340.932,6724.569,-5.705,8303503.593,-8.685,27.102,66.07,1155208.26,1155208.26,7325097.4,7768277.68,30.645,Banco de Valores S.A.,421.0,(AA)=EF-2,1885.0,21.0,65.0,Investis Asset Management S.A.S.G.F.C.I.,Renta Variable Dolar Estadounidense,Compass Crecimiento - Clase F,-5.705000493751652
Compass Crecimiento II - Clase D,USD,Arg,Lar,04/06/24,319.2,332.983,-4.139,417995.307,-6.676,10.452,29.819,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,563.0,(A)=EF-3,1871.0,21.0,65.0,Investis Asset Management S.A.S.G.F.C.I.,Renta Variable Dolar Estadounidense,Compass Crecimiento II - Clase D,
Compass Crecimiento II - Clase E,USD,Arg,Lar,04/06/24,376.17,392.412,-4.139,492597.547,-6.676,10.452,29.819,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,563.0,(A)=EF-3,1872.0,21.0,65.0,Investis Asset Management S.A.S.G.F.C.I.,Renta Variable Dolar Estadounidense,Compass Crecimiento II - Clase E,
Compass Crecimiento II - Clase F,USD,Arg,Lar,04/06/24,431.595,450.23,-4.139,565176.67,-6.676,10.452,29.819,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,563.0,(A)=EF-3,1873.0,21.0,65.0,Investis Asset Management S.A.S.G.F.C.I.,Renta Variable Dolar Estadounidense,Compass Crecimiento II - Clase F,
Delta Acciones - Clase F,USD,Arg,Lar,04/06/24,552.329,584.566,-5.515,723280.0,-8.731,26.264,61.719,10.0,10.0,5.52,5.85,0,Banco de Valores S.A.,505.0,AAc,1917.0,321.0,65.0,Delta Asset Management S.A.,Renta Variable Dolar Estadounidense,Delta Acciones - Clase F,-5.641025641025642
Delta Acciones - Clase G,USD,Arg,Lar,04/06/24,37.979,38.325,-0.903,49733.4,-4.63,-24.221,-62.055,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,505.0,AAc,1916.0,321.0,65.0,Delta Asset Management S.A.,Renta Variable Dolar Estadounidense,Delta Acciones - Clase G,
Delta Recursos Naturales - Clase F,USD,Arg,Lar,04/06/24,589.469,628.662,-6.234,771914.0,-10.189,12.206,45.39,10.0,10.0,5.89,6.29,0,Banco de Valores S.A.,535.0,Ac (arg),1925.0,321.0,65.0,Delta Asset Management S.A.,Renta Variable Dolar Estadounidense,Delta Recursos Naturales - Clase F,-6.359300476947541
Delta Recursos Naturales - Clase G,USD,Arg,Lar,04/06/24,38.628,38.98,-0.903,50583.7,-4.632,-24.22,-62.056,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,535.0,Ac (arg),1924.0,321.0,65.0,Delta Asset Management S.A.,Renta Variable Dolar Estadounidense,Delta Recursos Naturales - Clase G,
